fiches_nr,libéllé(s),illustration(s),localisation,inscription,catégorie(s),état,notice
63072-INV-0255-01,Villa,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0255-01/63072-INV-0255-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0255-01/63072-INV-0255-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0255-01/63072-INV-0255-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0255-01/63072-INV-0255-01-PHOT-04-01.jpg___,"Adresse principale : Boulevard Rener 9, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"À l’angle du boulevard Jehin Prume, isolée dans un jardin bordé d’une haie, villa de style villégiature édifiée au début du 20e siècle. Habitation de plan rectangulaire en briques peintes et calcaire, de deux niveaux, dont la façade principale est animée par des décrochements. La partie centrale, en retrait, est couverte par une haute toiture d’ardoises à croupes, fortement débordante, qui protège un balcon de bois caractéristique : soutenu par de hautes consoles, il est bordé par un garde corps à motifs géométriques interrompu par des poteaux en forme de tridents. Les parties latérales en ressaut, de hauteurs différentes, sont couvertes par des toitures débordantes à deux versants, imbriquées dans la toiture principale et reposant sur de petites consoles de bois. Les parties hautes sont animées par des faux colombages évoquant le style anglo-normand.

FDC"
63072-INV-0256-01,Villa (villa les lilas),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0256-01/63072-INV-0256-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0256-01/63072-INV-0256-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0256-01/63072-INV-0256-01-PHOT-03-01.jpg___,"Adresse principale : Boulevard Rener 4, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"En retrait dans un jardin fermé par des haies d'aubépine et deux grilles en fer forgé, et partiellement dissimulée par la végétation, villa de style éclectique d’inspiration pittoresque construite au début du 20e siècle. Habitation de deux niveaux dont la maçonnerie en moellons de grès, striée  de bandeaux de briques jaunes, est encadrée de pilastres d’angles harpés en briques rouges. Baies à encadrement de briques jaunes ponctué de clés et d’impostes en calcaire. La façade asymétrique de deux travées présente à droite une travée percée d’une porte d’entrée protégée d’un auvent, et couronnée par un pignon triangulaire. À gauche, large logette à pans coupés surmontée par un intéressant balcon à garde-corps de bois. Toiture débordante à deux versants, couverte de tuiles rouges parsemées de motifs en tuiles noires et bordée par des rives de toiture en bois découpé.

FDC"
63072-INV-0257-01,Villa,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0257-01/63072-INV-0257-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0257-01/63072-INV-0257-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0257-01/63072-INV-0257-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0257-01/63072-INV-0257-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0257-01/63072-INV-0257-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0257-01/63072-INV-0257-01-PHOT-06-01.jpg___,"Adresse principale : Boulevard Rener 11, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"À l'angle du Boulevard Jehin Prume, en retrait dans un jardin entouré d'élégantes grilles en fer forgé ornées de motifs en crosse, villa de style  villégiature d’inspiration anglo-normande, construite au début du 20e siècle. Habitation de deux niveaux, en moellons de grès, agrémentée de faux colombages dans les parties supérieures. Plusieurs éléments caractéristiques de l’architecture de villégiature accroissent l’intérêt de la villa : portique à garde-corps et consoles de bois élégamment ouvragé protégeant la porte d’entrée, logette en bois à trois pans, couronnée d’un balcon à garde-corps de bois contre le mur pignon droit. Toitures à deux versants à croupes, légèrement débordantes.

FDC"
63072-INV-0258-01,Villa (villa les nids),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0258-01/63072-INV-0258-01-PHOT-07-01.jpg___,"Adresse principale : Boulevard Rener 13, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"Isolée dans un jardin bordé d'une haie d'aubépine et accessible par des grilles s’ouvrant entre d’élégants piliers de fer forgé ouvragé, élégante villa construite au début du 20e siècle. Habitation de style villégiature d’inspiration anglo-normande, de deux niveaux, en briques peintes sur soubassement en moellons de grès, agrémentée de faux colombages dans les parties supérieures. Les façades sont animées par de légers décrochements, par un large pan coupé, et percées de nombreuses baies pour la plupart rectangulaires à linteau et appui de calcaire, quelques unes munies de croisées. Un auvent sur consoles de bois protège la porte d’entrée conservant ses vantaux d’origine. À droite, une terrasse est protégée par un portique reposant sur des poteaux de bois et bordée d’un garde-corps de bois aux motifs géométriques caractéristiques. Toitures débordantes à deux versants, reposant sur des consoles généralement en quart de cercle et animées par plusieurs lucarnes-pignons, dont un à ferme débordante décorative.

FDC"
63072-INV-0259-01,Villa (villa la fougeraie),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0259-01/63072-INV-0259-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0259-01/63072-INV-0259-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0259-01/63072-INV-0259-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0259-01/63072-INV-0259-01-PHOT-04-01.jpg___,"Adresse principale : Boulevard Jehin Prume 2, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"En retrait dans un jardin clôturé par un mur en moellons de grès et des grilles en fer forgé, et en léger surplomb, villa de style villégiature édifiée au début du 20e siècle. Habitation haute de deux niveaux, en briques rouges striées de bandeaux de briques blanches, agrémentée de faux colombages aux pignons. Baies rectangulaires à linteau et appui de calcaire, parfois munies de meneaux inspirés de l’architecture traditionnelle. La façade-pignon vers la rue, de deux travées de largeur inégale, se caractérise par deux balcons à garde corps de bois au premier étage et par une petite logette en bois à trois pans, couronnée par un petit pignon secondaire. Une dalle enduite et peinte porte le nom de la villa : «LA FOUGERAIE » écrit avec des caractères d’inspiration Art Nouveau. L’entrée en façade latérale est protégée par un auvent. Importante toiture à deux versants, largement débordante, reposant sur de grandes consoles de bois en quart de cercle. 

FDC"
63072-INV-0260-01,Cimetière,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0260-01/63072-INV-0260-01-PHOT-08-01.jpg___,"Adresse principale : Route de l'Ermitry, SPA (Spa)Hameau : Winamplanche",Bien inscrit comme : Monument,Funéraire,État à la date de la prospection : Bon,"À l'angle du chemin de la Vecqueterre et en surplomb par rapport à la route, le cimetière de Winamplanche remonte probablement à la seconde moitié du 19e siècle. Ceinturé par un haut mur en moellons de grès et calcaire, le cimetière regroupe quelques croix en fonte et fer forgé ainsi que des tombes, pour la plupart en calcaire, de la fin du 19e siècle et de la première moitié du 20e siècle. Accès dans l'angle formé par les deux rues par un escalier. 

BD"
63072-INV-0261-01,Croix (croix de la bergerie),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0261-01/63072-INV-0261-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0261-01/63072-INV-0261-01-PHOT-02-01.jpg___,"Adresse principale : Chemin de Frahinfaz 1 (avant), SPA (Spa)",Bien inscrit comme : Monument,Philosophique,État à la date de la prospection : Bon,"En contre-haut du chemin de Frahinfaz, à l'emplacement d'un chêne appelé ""Chêne à la Vierge Marie"" au 17e siècle, la croix de la Bergerie remonte probablement au début du 20e siècle. Cette croix en bois peint en blanc porte à son intersection une petite potale vitrée abritant une statuette de la Vierge. 

BD


Bibliographie

Collectif, 1992. Croix, Chapelles, Oratoires de la région de Spa, Spa (Connaître Spa, 4), p. 43."
63072-INV-0262-01,Croix (croix du vieux chemin de verviers),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0262-01/63072-INV-0262-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0262-01/63072-INV-0262-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0262-01/63072-INV-0262-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0262-01/63072-INV-0262-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0262-01/63072-INV-0262-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0262-01/63072-INV-0262-01-PHOT-06-01.jpg___,"Adresse principale : Chemin du Jeu de Paume, SPA (Spa)",Bien inscrit comme : Monument,Philosophique,État à la date de la prospection : Bon,"En bordure du chemin, fixée sur un socle en calcaire, intéressante croix d'inspiration néo-médiévale datée de 1911. Croix en bois peint en brun agrémentée d'un fond en bois découpé peint en blanc, et protégée par un petit toit à deux versants orné d'un oculus trilobé et d'une série d'arceaux en bois découpé. Sur le socle, inscription : ""Le Monde passe/la Croix demeure/1911"".

BD

Bibliographie

Collectif, 1992. Croix, Chapelles, Oratoires de la région de Spa, Spa (Connaître Spa, 4), p. 47-48."
63072-INV-0263-01,Villa (les noisetiers),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0263-01/63072-INV-0263-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0263-01/63072-INV-0263-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0263-01/63072-INV-0263-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0263-01/63072-INV-0263-01-PHOT-04-01.jpg___,"Adresse principale : Boulevard Lühr 1, SPA (Spa)",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"En retrait dans un jardin, intéressante villa caractéristique de style villégiature construite vers 1905 d'après des plans de l'architecte spadois Marcel Hansen. De plan irrégulier, l’habitation présente des maçonneries en moellons de grès et calcaire, agrémentées d’enduits en faux colombage dans les parties hautes. Inspiration à la fois néo-traditionnelle, marquée par les baies à croisées, et anglo-normande, par les faux colombages colorés et aux formes fantaisistes. Nombreux détails soignés typiques du style villégiature : entrée en retrait dans un porche protégé par des garde-corps de bois, balcons et galeries en bois, loggias à trois pans, toitures à fort débord. 

FDC

Bibliographie

SCHILS M. C., 1999. Exposition d'été. William et Marcel Hansen. Reflets de l'architecture moderne, Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 98,  p. 53."
63072-INV-0264-01,Croix d'occis (croix gillette lescrinier),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0264-01/63072-INV-0264-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0264-01/63072-INV-0264-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0264-01/63072-INV-0264-01-PHOT-03-01.jpg___,"Adresse principale : Chemin du Pré Collon, SPA (Spa)Hameau : Creppe",Bien inscrit comme : Monument,Funéraire,État à la date de la prospection : Bon,"Située au nord du centre du village de Creppe, en bordure du chemin Pré Collon, à l'endroit où débute la promenade Jean D'Ardenne, la croix Gilette Lescrinier est une intéressante croix d'occis en calcaire portant l'inscription gravée: ""IHS/ICI/EST.DECEDEE.HONNETE.F/EMME.GILLETTE.LE.SCRNIER/VIUANTE.EPEVSE.A.HNTE.IEAN/RENIER.DE WINANPLANCHE.LE/16.MARS.1746/PRIEZ.DIEV/POUR.SON/AME.""

BD

Bibliographie

RAMAEKERS M., 1977. Croix, chapelles et oratoires de la région spadoise, Histoire et Archéologie spadoises, Spa, Villa royale Marie-Henriette, 11,  p. 120.

Collectif, 1992. Croix, Chapelles, Oratoires de la région de Spa, Spa (Connaître Spa, 4), p. 18-19."
63072-INV-0265-01,Chapelle (chapelle de la roche),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-08-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0265-01/63072-INV-0265-01-PHOT-09-01.jpg___,"Adresse principale : Chemin de la Roche 18 (à côté), SPA (Spa)",Bien inscrit comme : Monument,Philosophique,État à la date de la prospection : Bon,"En bordure du chemin de la Roche, modeste chapelle rurale, dénommée chapelle de la Roche et aussi appelée chapelle Spailier, erigée en 1792. Construction de plan rectangulaire en moellons de grès, calcaire, schiste et briques, recouverte d'un badigeon blanc et coiffée d'un toit à deux versants d'asbeste-ciment piqué d'une petite croix en fer forgé. Accès en façade par une simple porte fermée par une menuiserie en bois munie d'une grille en fer forgé. À droite de la porte, un bloc de calcaire gravé ""MF/1772"", provient d'une grande croix élevée à cet endroit en 1772 par François Misson et remployée lors de l'édification de la chapelle.  

BD

Bibliographie

Collectif, 1992. Croix, Chapelles, Oratoires de la région de Spa, Spa (Connaître Spa, 4), p. 30-31."
63072-INV-0266-01,Croix (croix du watro),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0266-01/63072-INV-0266-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0266-01/63072-INV-0266-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0266-01/63072-INV-0266-01-PHOT-03-01.jpg___,"Adresse principale : Route du Tonnelet, SPA (Spa)Hameau : Nivezé",Bien inscrit comme : Monument,"Philosophique, Public",État à la date de la prospection : Bon,"À l'angle de l'avenue du Château, ancienne croix d'embannement remontant probablement au 19e siècle. Les croix d'embannement servaient de bornes marquant les limites des forêts où il était interdit de déboiser afin de s'approvisionner en charbon de bois. Grande croix en bois aux extrémités sculptées en forme de bulbe et plantée dans un socle cruciforme en calcaire mouluré; petite christ en croix métallique de facture récente. 

BD

Bibliographie

RAMAEKERS M., 1977. Croix, chapelles et oratoires de la région spadoise. (I), Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 12,  p. 149, fig. K.

Collectif, 1992. Croix, Chapelles, Oratoires de la région de Spa, Spa (Connaître Spa, 4), p. 3-4 et 34-35."
63072-INV-0267-01,Potale (potale saint-antoine),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0267-01/63072-INV-0267-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0267-01/63072-INV-0267-01-PHOT-02-01.jpg___,"Adresse principale : Chemin Henrotte 27 (devant), SPA (Spa)",Bien inscrit comme : Monument,Philosophique,État à la date de la prospection : Bon,"En bordure du chemin Henrotte, la potale Saint-Antoine se présente comme un pilier de calcaire au sommet cintré creusé d'une niche également cintrée abritant un statue de saint Antoine. Elle porte l'inscription gravée: ""19+38/Reconnaissance/à/St Antoine"".

BD

Bibliographie

Collectif, 1992. Croix, Chapelles, Oratoires de la région de Spa, Spa (Connaître Spa, 4), p. 37."
63072-INV-0268-01,Villa (villa heid fanard),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0268-01/63072-INV-0268-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0268-01/63072-INV-0268-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0268-01/63072-INV-0268-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0268-01/63072-INV-0268-01-PHOT-04-01.jpg___,"Adresse principale : Avenue Reine Astrid 131, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Public",État à la date de la prospection : Bon,"En retrait et en contre-haut, imposante villa de style éclectique d'inspiration classique édifiée à partir de 1888 pour Émile Corman. Construction en briques et calcaire, aujourd'hui peints, autrefois dénommée ""Villa Heid Fanard"" et aujourd'hui intégrée au centre d'accueil ""Les Heures Claires"". La bâtisse se signale par une tour quadrangulaire de trois niveaux, coiffée d'un toit à deux versants à croupes d'ardoises. L'ensemble est éclairé par des baies à linteau échancré à clé taillée en pointe de diamant et couronné d'un petit fronton mouluré; les appuis et linteaux sont prolongés en bandeaux continus striant les façades. Accès par un perron pourvu d'un garde-corps à balustres autrefois protégé par une marquise. 

BD

Bibliographie

PIRONET L., 1981, Architecture thermale: les résidences et villas de Spa, Histoire et Archéologie spadoises, 25, p. 7 et fig. 26.
FARCY Ph., 2005, 100 Châteaux de Belgique, connus et méconnus, vol. 4."
63072-INV-0269-01,Villa (villa inch'allah),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0269-01/63072-INV-0269-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0269-01/63072-INV-0269-01-PHOT-02-01.jpg___,"Adresse principale : Route du Tonnelet 43, SPA (Spa)Hameau : Nivezé",Bien inscrit comme : Monument,Domestique,État à la date de la prospection : Bon,"En retrait dans un vaste jardin, villa de style moderniste probablement édifiée dans les années 1930. Dénommée ""Villa Inch Allah"", la bâtisse aux volumes simples présente des façades enduites et peintes en blanc animées par des décrochements. Le volume est percé de fenêtres en bandeau, aux appuis et linteaux saillants dont les châssis d'origine ont été remplacés. Entrée axiale surmontée d'un balcon arrondi pourvu d'un garde-corps tubulaire métallique. Le nom de la villa figurant en grandes lettres noires sur la partie gauche de la façade adopte une graphie stylisée caractéristique de style moderniste. L'ensemble est coiffé d'une haute toiture à deux versants à croupes d'ardoises d'inspiration plus traditionnelle. 

BD"
63072-INV-0270-01,Château (château du haut-neubois),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0270-01/63072-INV-0270-01-PHOT-08-01.jpg___,"Adresse principale : Avenue des Petits Sapins 27, SPA (Spa)Hameau : Nivezé",Bien inscrit comme : Monument,"Domestique, Economique, Public",État à la date de la prospection : Bon,"Isolée dans une vaste propriété, château édifié de 1908 à 1911 pour le lainier verviétois René Peltzer, d’après des plans de l’architecte liégeois Charles Soubre, avec la collaboration de l’architecte Rosot pour l’aménagement intérieur. La demeure est la résidence estivale de la famille Peltzer, qui y séjourne chaque année de juin à octobre. En 1918, tandis que le Kaiser loge au château du Neubois, le Haut-Neubois reçoit les hôtes de marque du Kaiser. En 1920, lors de la conférence diplomatique de Spa, la délégation française est hébergée au château. Le domaine est loti en 1955 et le Haut-Neubois est vendu à l’abbé Froidure, qui y installe « Les Petits Sapins des Ardennes », centre d’accueil notamment pour les enfants des villes et des enfants confiés par les juges. Un bâtiment annexe, sans intérêt patrimonial mais bien intégré au terrain, est construit dans la propriété en 1973. En 1984, la propriété est vendue au Groupe CERAN, qui y organise des séminaires résidentiels de langues en immersion complète.
Le château, dont le style néo-traditionnel évoque les manoirs anglais de l’époque Tudor, se présente comme une construction de plan rectangulaire, haute de deux niveaux, couverte par de hautes toitures d’ardoises débordantes, à croupes et égouts retroussés. La façade principale, large de sept travées, est animée par de légers décrochements et par la travée d’entrée, en ressaut et couronnée par un pignon triangulaire. Maçonneries en moellons de grès, percées au rez-de-chaussée par des baies couvertes d’arcs en moellons ponctués de clés et de sommiers en calcaire. L’étage en léger encorbellement est recouvert d’un faux colombage et percé de baies rectangulaires. Travée d’entrée également en moellons de grès, précédée d’un porche surmonté d’une logette crénelée à trois pans, en pierre calcaire, percée de baies à croisée. Au-dessus de la logette, des ancres forment la date de 1908. La façade arrière combine également les moellons de grès pour le rez-de-chaussée et le faux colombage pour les parties supérieures. À gauche, une tour de plan carré, précédée d’une logette à pans coupés, est couronnée par une toiture en pavillon  piquée d’un épi de faîtage en fer forgé. Les trois travées de droite en léger ressaut sont couronnées par un pignon, sous une toiture à deux versants à croupe. Une véranda moderne longe le centre de la façade. Une chapelle moderne est accolée à un des pignons.
Face au château, les anciennes dépendances, abritant autrefois écuries et remises à voitures, présentent un plan en U. Maçonneries principalement en moellons de grès, sous hautes toitures d’ardoises débordantes, à croupes et égouts retroussés, reposant sur des consoles en bois. Percements remaniés ou simplifiés.

FDC

Bibliographie 

HUBERT J.-C., s. d. Château du Haut-Neubois. 100 ans d’histoires, Spa, CERAN.

PIRONET L., 1981. Les résidences et villas de Spa, Histoire et Archéologie spadoises, Spa, Villa royale Marie-Henriette,  26, p. 63 et fig. 56.

TOUSSAINT J., 2008. Les villas et châteaux Peltzer de Nivezé avant, pendant et après leur occupation par le Kaiser Guillaume II, de mars à novembre 1918, Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 135,  p. 135-144.

TOUSSAINT J., 2008. Les villas et châteaux Peltzer de Nivezé avant, pendant et après leur occupation par le Kaiser Guillaume II, de mars à novembre 1918 (suite et fin), Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 136,  p. 147-157."
